Title,Current_Price,Original_Price,Exchange_Price,Ratings,Review_count,url
"Hafele 6 kg Hygiene Wash, 15 Min Wash, Smart Motor Technology Fully Automatic Front Load with In-built...","$19,990","$34,990","$4,200",4.1,1 Reviews,https://www.flipkart.com//hafele-6-kg-hygiene-wash-15-min-smart-motor-technology-fully-automatic-front-load-in-built-heater-white/p/itmc858b3ce579c8?pid=WMNFUJERYMSRNZ6M&lid=LSTWMNFUJERYMSRNZ6MCVIKSU&marketplace=FLIPKART&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_EGmSvLXCegr7Y%2Bekqm8VqfrJmyUOUw0rMaZVlshimIUzJPBTq6iMXCYa6mAmAUwckgjaMNcss3ji3kpfXCl3ZA%3D%3D&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
Galanz 7 kg Quick Wash Fully Automatic Front Load with In-built Heater Silver,"$23,990","$31,490","$4,700",4,44 Reviews,https://www.flipkart.com//galanz-7-kg-quick-wash-fully-automatic-front-load-in-built-heater-silver/p/itm7498bbff2e5a4?pid=WMNFQUYGFTVPVRKY&lid=LSTWMNFQUYGFTVPVRKYAXCPNA&marketplace=FLIPKART&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_EGmSvLXCegr7Y%2Bekqm8VqfrJmyUOUw0rMaZVlshimIUurrVc4F3A2Z9rAYMlEGo3yLRDOvHFuDpssSf5i8FKXg%3D%3D&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
Samsung 7 kg Monsoon drying feature Fully Automatic Top Load Silver,"$17,490","$19,800","$3,000",4.4,"6,643 Reviews",https://www.flipkart.com//samsung-7-kg-monsoon-drying-feature-fully-automatic-top-load-silver/p/itmf80590ddbd239?pid=WMNFV6ZYYAEZX6HM&lid=LSTWMNFV6ZYYAEZX6HMNJZL4B&marketplace=FLIPKART&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFV6ZYYAEZX6HM.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
"Whirlpool 6.5 kg 5 Star, Hard Water wash Fully Automatic Top Load Grey","$14,240","$17,400","$2,200",4.3,"1,287 Reviews",https://www.flipkart.com//whirlpool-6-5-kg-5-star-hard-water-wash-fully-automatic-top-load-grey/p/itm46327d5ac84e6?pid=WMNFNAYPSMHK9RHF&lid=LSTWMNFNAYPSMHK9RHFJEYN4I&marketplace=FLIPKART&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFNAYPSMHK9RHF.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
LG 6.5 kg Fully Automatic Top Load Silver,"$15,490","$18,990","$2,200",4.3,967 Reviews,https://www.flipkart.com//lg-6-5-kg-fully-automatic-top-load-silver/p/itm101c7536e2610?pid=WMNFV6NVJHTMFMHT&lid=LSTWMNFV6NVJHTMFMHTP9FNJL&marketplace=FLIPKART&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFV6NVJHTMFMHT.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
IFB 6.5 kg 5 Star Fully Automatic Front Load with In-built Heater Silver,"$30,290","$34,490","$4,200",4.3,128 Reviews,https://www.flipkart.com//ifb-6-5-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itmc3197cef82f9d?pid=WMNFGU8VPXNRCU6H&lid=LSTWMNFGU8VPXNRCU6HTJZRKS&marketplace=FLIPKART&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFGU8VPXNRCU6H.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
Bosch 8 kg 5 Star Fully Automatic Front Load with In-built Heater White,"$33,990","$41,199","$3,700",4.4,897 Reviews,https://www.flipkart.com//bosch-8-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itm908d525057ccf?pid=WMNFVYNAUB45DJ8V&lid=LSTWMNFVYNAUB45DJ8VQSQYDV&marketplace=FLIPKART&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFVYNAUB45DJ8V.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
"MarQ by Flipkart 6.5 kg 5 Star Rating Semi Automatic Top Load White, Blue","$7,390","$10,490","$2,200",4.3,"4,455 Reviews",https://www.flipkart.com//marq-flipkart-6-5-kg-5-star-rating-semi-automatic-top-load-white-blue/p/itmd63190f1e2937?pid=WMNFMKPKXZUCHMZS&lid=LSTWMNFMKPKXZUCHMZSMDA7XJ&marketplace=FLIPKART&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFMKPKXZUCHMZS.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
"MarQ by Flipkart 8.5 kg 5 Star Rating Semi Automatic Top Load White, Blue","$9,490","$14,150","$2,200",4.3,616 Reviews,https://www.flipkart.com//marq-flipkart-8-5-kg-5-star-rating-semi-automatic-top-load-white-blue/p/itm8a2e9b05d7667?pid=WMNFMKPKGAHKJY2C&lid=LSTWMNFMKPKGAHKJY2CFQR0XX&marketplace=FLIPKART&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFMKPKGAHKJY2C.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
"Whirlpool 7 kg 5 Star, Hard Water wash Fully Automatic Top Load Grey","$15,490","$18,000","$2,200",4.3,"1,287 Reviews",https://www.flipkart.com//whirlpool-7-kg-5-star-hard-water-wash-fully-automatic-top-load-grey/p/itm451486acdb00f?pid=WMNFNAYPAYSZGKXV&lid=LSTWMNFNAYPAYSZGKXVWLFKYB&marketplace=FLIPKART&spotlightTagId=TrendingId_j9e%2Fabm%2F8qx&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFNAYPAYSZGKXV.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
Godrej 6.2 kg Fully Automatic Top Load Grey,"$11,790","$17,900","$2,200",4.2,210 Reviews,https://www.flipkart.com//godrej-6-2-kg-fully-automatic-top-load-grey/p/itm7da543ee37492?pid=WMNFFFYHEZ86UBGZ&lid=LSTWMNFFFYHEZ86UBGZFBOROQ&marketplace=FLIPKART&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFFFYHEZ86UBGZ.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
IFB 8 kg 5 Star Fully Automatic Front Load with In-built Heater Silver,"$34,490","$40,490","$4,200",4.3,935 Reviews,https://www.flipkart.com//ifb-8-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itmeeedb86db8af4?pid=WMNFTQHGHANFRZCM&lid=LSTWMNFTQHGHANFRZCMNP1HDH&marketplace=FLIPKART&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFTQHGHANFRZCM.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
Onida 5.5 kg 5 Star Fully Automatic Top Load Grey,"$10,490","$18,990","$2,200",4.2,"3,710 Reviews",https://www.flipkart.com//onida-5-5-kg-5-star-fully-automatic-top-load-grey/p/itm0801fb46850a1?pid=WMNFSEJYXXP2GGBR&lid=LSTWMNFSEJYXXP2GGBRSBRBUG&marketplace=FLIPKART&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFSEJYXXP2GGBR.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
"iFFALCON 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...","$24,490","$36,990","$4,200",3.9,7 Reviews,https://www.flipkart.com//iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm9c0c05e4abda4?pid=WMNFV7VVCZTAKFAN&lid=LSTWMNFV7VVCZTAKFANX3FFDI&marketplace=FLIPKART&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=en_EGmSvLXCegr7Y%2Bekqm8VqfrJmyUOUw0rMaZVlshimIU2eRuczSmVXy9qwdTzcaf3Dk0LhyYvTsMQ7MMV8FQAgw%3D%3D&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
MarQ by Flipkart 7.2 kg with Twin Shower Technology Fully Automatic Top Load Grey,"$12,990","$16,999","$2,200",4.3,"2,081 Reviews",https://www.flipkart.com//marq-flipkart-7-2-kg-twin-shower-technology-fully-automatic-top-load-grey/p/itm7c58be168b489?pid=WMNFBH4HRGT3HYX6&lid=LSTWMNFBH4HRGT3HYX6OF0GXI&marketplace=FLIPKART&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFBH4HRGT3HYX6.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
"Whirlpool 6 kg 5 Star,Turbo Scrub Technology Semi Automatic Top Load Grey","$8,590","$10,400","$2,200",4.4,"1,882 Reviews",https://www.flipkart.com//whirlpool-6-kg-5-star-turbo-scrub-technology-semi-automatic-top-load-grey/p/itmee17123b363cd?pid=WMNFZC36AEHYZCEZ&lid=LSTWMNFZC36AEHYZCEZMHOPDN&marketplace=FLIPKART&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFZC36AEHYZCEZ.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
IFB 7 kg Fully Automatic Top Load Grey,"$21,490","$23,990","$2,700",4.3,"2,809 Reviews",https://www.flipkart.com//ifb-7-kg-fully-automatic-top-load-grey/p/itm15c76da21e3e6?pid=WMNFVFQFASF7G6GR&lid=LSTWMNFVFQFASF7G6GRDXOOMY&marketplace=FLIPKART&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFVFQFASF7G6GR.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
IFB 6 kg 5 Star Fully Automatic Front Load with In-built Heater White,"$20,990","$23,990","$3,700",4.3,"5,386 Reviews",https://www.flipkart.com//ifb-6-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmd160e110e970d?pid=WMNEHPCR5BJHXPRT&lid=LSTWMNEHPCR5BJHXPRTTAVXAI&marketplace=FLIPKART&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNEHPCR5BJHXPRT.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
Samsung 6.5 kg Monsoon drying feature Fully Automatic Top Load Silver,"$14,490","$16,800","$2,200",4.4,"6,643 Reviews",https://www.flipkart.com//samsung-6-5-kg-monsoon-drying-feature-fully-automatic-top-load-silver/p/itm63f91742d80e7?pid=WMNFV6ZYDFQFJGT5&lid=LSTWMNFV6ZYDFQFJGT5TJW2UD&marketplace=FLIPKART&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFV6ZYDFQFJGT5.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
Samsung AirDresser with JetSteam | Sanitize and refresh clothes | Crystal Mirror Black,"$1,10,000","$1,27,000", , , ,https://www.flipkart.com//samsung-airdresser-jetsteam-sanitize-refresh-clothes-crystal-mirror-black/p/itm42b08cb93f3c2?pid=WMNFY8TGHPZQKG9Q&lid=LSTWMNFY8TGHPZQKG9QOEMR3D&marketplace=FLIPKART&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_EGmSvLXCegr7Y%2Bekqm8VqfrJmyUOUw0rMaZVlshimIX%2FKotAa%2BCeprB59CdcBsSuA%2FNQAFUNOFWEGKMnZGu8yQ%3D%3D&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
"Whirlpool 7 kg 5 Star,Turbo Scrub Technology Semi Automatic Top Load Grey","$9,488","$11,250","$2,200",4.4,"1,882 Reviews",https://www.flipkart.com//whirlpool-7-kg-5-star-turbo-scrub-technology-semi-automatic-top-load-grey/p/itm27883de320577?pid=WMNFH8WMMYH8WVAQ&lid=LSTWMNFH8WMMYH8WVAQ3WTUET&marketplace=FLIPKART&spotlightTagId=BestsellerId_j9e%2Fabm%2F8qx&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFH8WMMYH8WVAQ.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
Sansui 7 kg Fully Automatic Front Load with In-built Heater Grey,"$19,990","$27,990","$3,200",4.1,123 Reviews,https://www.flipkart.com//sansui-7-kg-fully-automatic-front-load-in-built-heater-grey/p/itmeb1a3ab12e72a?pid=WMNFKZZGKHZHRCVE&lid=LSTWMNFKZZGKHZHRCVEOZCHNB&marketplace=FLIPKART&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFKZZGKHZHRCVE.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
"LG 8 kg 5 star Semi Automatic Top Load Purple, White","$13,790","$16,490","$2,200",4.5,873 Reviews,https://www.flipkart.com//lg-8-kg-5-star-semi-automatic-top-load-purple-white/p/itmb34f2775033ed?pid=WMNFJKR8W6JJ5TAE&lid=LSTWMNFJKR8W6JJ5TAE8OOAUS&marketplace=FLIPKART&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=e2e06f90-d501-4a16-9bed-85ffd027e12f.WMNFJKR8W6JJ5TAE.SEARCH&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
Galanz 8 kg Quick Wash Fully Automatic Top Load Silver,"$17,990","$24,290","$4,700",3.8,10 Reviews,https://www.flipkart.com//galanz-8-kg-quick-wash-fully-automatic-top-load-silver/p/itmb405af16e266b?pid=WMNFNMDB5VZTDNAB&lid=LSTWMNFNMDB5VZTDNABZB9F8Q&marketplace=FLIPKART&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_EGmSvLXCegr7Y%2Bekqm8VqfrJmyUOUw0rMaZVlshimIXqZtAbPQhuu3UYH4qFY%2BFAhGD7FXV7y4HGo%2BPO%2Bfi2PA%3D%3D&ssid=4gcjucwqc00000001610689300318&qH=b3522a5e7056c9c0
"LG 8 kg 5 Star Rating Semi Automatic Top Load Grey, White","$13,590","$16,990","$2,200",4.5,873 Reviews,https://www.flipkart.com//lg-8-kg-5-star-rating-semi-automatic-top-load-grey-white/p/itmbac09153a4c9b?pid=WMNFJKR8WBCJMFG5&lid=LSTWMNFJKR8WBCJMFG5VG0W7B&marketplace=FLIPKART&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFJKR8WBCJMFG5.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
IFB 8 kg 5 Star Fully Automatic Front Load with In-built Heater Silver,"$35,990","$40,990","$4,700",4.4,629 Reviews,https://www.flipkart.com//ifb-8-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itm9167aa705116d?pid=WMNFB29MBFKQKUG6&lid=LSTWMNFB29MBFKQKUG65EBUP0&marketplace=FLIPKART&srno=s_2_26&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFB29MBFKQKUG6.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
"MarQ by Flipkart 6.5 kg 5 Star Rating Semi Automatic Top Load White, Blue","$7,390","$10,490","$2,200",4.3,"4,455 Reviews",https://www.flipkart.com//marq-flipkart-6-5-kg-5-star-rating-semi-automatic-top-load-white-blue/p/itmd63190f1e2937?pid=WMNFMKPKXZUCHMZS&lid=LSTWMNFMKPKXZUCHMZSMDA7XJ&marketplace=FLIPKART&srno=s_2_27&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFMKPKXZUCHMZS.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
"Sansui 7 kg 5 Star Rating Semi Automatic Top Load Red, White","$7,490","$12,490","$2,200",4.3,101 Reviews,https://www.flipkart.com//sansui-7-kg-5-star-rating-semi-automatic-top-load-red-white/p/itmfbd80c366daac?pid=WMNFWRBG4XUCVXFP&lid=LSTWMNFWRBG4XUCVXFP8LGVH3&marketplace=FLIPKART&srno=s_2_28&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFWRBG4XUCVXFP.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
"LG 8 kg 5 star Semi Automatic Top Load Purple, White","$13,790","$16,490","$2,200",4.5,873 Reviews,https://www.flipkart.com//lg-8-kg-5-star-semi-automatic-top-load-purple-white/p/itmb34f2775033ed?pid=WMNFJKR8W6JJ5TAE&lid=LSTWMNFJKR8W6JJ5TAE8OOAUS&marketplace=FLIPKART&srno=s_2_29&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFJKR8W6JJ5TAE.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
"Hafele 6 kg Hygiene Wash, 15 Min Wash, Smart Motor Technology Fully Automatic Front Load with In-built...","$19,990","$34,990","$4,200",4.1,1 Reviews,https://www.flipkart.com//hafele-6-kg-hygiene-wash-15-min-smart-motor-technology-fully-automatic-front-load-in-built-heater-white/p/itmc858b3ce579c8?pid=WMNFUJERYMSRNZ6M&lid=LSTWMNFUJERYMSRNZ6MCVIKSU&marketplace=FLIPKART&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=en_ZEzH1CEUJyqzFS468ZVhUzdLeicnQccAHidYU7Fj4thDhErILvlCfO0xEx7m9P6ekgjaMNcss3ji3kpfXCl3ZA%3D%3D&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
Whirlpool 6.2 kg Hard Water wash Fully Automatic Top Load Grey,"$13,230","$16,800","$2,200",4.3,843 Reviews,https://www.flipkart.com//whirlpool-6-2-kg-hard-water-wash-fully-automatic-top-load-grey/p/itm2f30d1f85536f?pid=WMNFCVZWDAZA8W8T&lid=LSTWMNFCVZWDAZA8W8TMSVS6L&marketplace=FLIPKART&srno=s_2_31&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFCVZWDAZA8W8T.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
"Onida 9 kg Washer only White, Maroon","$6,150","$6,650", ,4.3,"1,598 Reviews",https://www.flipkart.com//onida-9-kg-washer-only-white-maroon/p/itm7a83f915559d6?pid=WMNEW5ZTZGDP7GJN&lid=LSTWMNEW5ZTZGDP7GJN47BDLL&marketplace=FLIPKART&srno=s_2_32&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNEW5ZTZGDP7GJN.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
MarQ by Flipkart 7.5 kg 5 Star Engineered with Panasonic Technology Fully Automatic Top Load Grey,"$13,490","$18,999","$2,200",4.3,"2,081 Reviews",https://www.flipkart.com//marq-flipkart-7-5-kg-5-star-engineered-panasonic-technology-fully-automatic-top-load-grey/p/itmbba21a72b83b6?pid=WMNFT2YNWHC5V9UZ&lid=LSTWMNFT2YNWHC5V9UZXDZBEX&marketplace=FLIPKART&srno=s_2_33&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFT2YNWHC5V9UZ.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
Galanz 7 kg Quick Wash Fully Automatic Front Load with In-built Heater Silver,"$23,990","$31,490","$4,700",4,44 Reviews,https://www.flipkart.com//galanz-7-kg-quick-wash-fully-automatic-front-load-in-built-heater-silver/p/itm7498bbff2e5a4?pid=WMNFQUYGFTVPVRKY&lid=LSTWMNFQUYGFTVPVRKYAXCPNA&marketplace=FLIPKART&srno=s_2_34&otracker=search&otracker1=search&fm=organic&iid=en_ZEzH1CEUJyqzFS468ZVhUzdLeicnQccAHidYU7Fj4tje3Sw3RhDsq88HV1Vz3U5qyLRDOvHFuDpssSf5i8FKXg%3D%3D&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
"Panasonic 6.5 kg 5 star Semi Automatic Top Load White, Blue","$8,280","$11,000","$2,200",4.2,"1,542 Reviews",https://www.flipkart.com//panasonic-6-5-kg-5-star-semi-automatic-top-load-white-blue/p/itm370112b88f825?pid=WMNFRZ46ERAXSUVD&lid=LSTWMNFRZ46ERAXSUVDZB1HIY&marketplace=FLIPKART&srno=s_2_35&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFRZ46ERAXSUVD.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
"IFB 7 kg Fully Automatic Front Load with In-built Heater Black, White","$28,490","$32,490","$4,200",4.3,935 Reviews,https://www.flipkart.com//ifb-7-kg-fully-automatic-front-load-in-built-heater-black-white/p/itm1061d9aa3977e?pid=WMNFVH9HWNQZ3FZN&lid=LSTWMNFVH9HWNQZ3FZNO4EZ3N&marketplace=FLIPKART&srno=s_2_36&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFVH9HWNQZ3FZN.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
"Thomson 6.5 kg 5 Star Rating, Smart Pro Wash Technology Semi Automatic Top Load White, Grey","$7,490","$9,999","$2,200",4.2,197 Reviews,https://www.flipkart.com//thomson-6-5-kg-5-star-rating-smart-pro-wash-technology-semi-automatic-top-load-white-grey/p/itm2acc433bab804?pid=WMNFQYXVGKM73RNT&lid=LSTWMNFQYXVGKM73RNTWG6UJW&marketplace=FLIPKART&srno=s_2_37&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFQYXVGKM73RNT.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
Panasonic 7 kg 5 Star AquaBeat Wash Fully Automatic Top Load Grey,"$15,290","$20,500","$2,200",4.4,860 Reviews,https://www.flipkart.com//panasonic-7-kg-5-star-aquabeat-wash-fully-automatic-top-load-grey/p/itm66f460a6418c6?pid=WMNFTYC85WXTJNGH&lid=LSTWMNFTYC85WXTJNGHJG4M0A&marketplace=FLIPKART&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFTYC85WXTJNGH.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
"Samsung 8.5 kg 5 star Semi Automatic Top Load White, Grey","$13,400","$15,990","$2,200",4.4,"1,404 Reviews",https://www.flipkart.com//samsung-8-5-kg-5-star-semi-automatic-top-load-white-grey/p/itm9c76ba6ea2680?pid=WMNFNER9RSEMNQBM&lid=LSTWMNFNER9RSEMNQBMN8IDRO&marketplace=FLIPKART&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFNER9RSEMNQBM.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
"iFFALCON 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...","$24,490","$36,990","$4,200",3.9,7 Reviews,https://www.flipkart.com//iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm9c0c05e4abda4?pid=WMNFV7VVCZTAKFAN&lid=LSTWMNFV7VVCZTAKFANX3FFDI&marketplace=FLIPKART&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=en_ZEzH1CEUJyqzFS468ZVhUzdLeicnQccAHidYU7Fj4tgP3prICRq4RYwGZ%2BcTxRxNDk0LhyYvTsMQ7MMV8FQAgw%3D%3D&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
Onida 5.5 kg 5 Star Fully Automatic Top Load Grey,"$10,490","$18,990","$2,200",4.2,"3,710 Reviews",https://www.flipkart.com//onida-5-5-kg-5-star-fully-automatic-top-load-grey/p/itm0801fb46850a1?pid=WMNFSEJYXXP2GGBR&lid=LSTWMNFSEJYXXP2GGBRSBRBUG&marketplace=FLIPKART&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFSEJYXXP2GGBR.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
IFB 6 kg 5 Star Fully Automatic Front Load with In-built Heater Silver,"$22,190","$25,290","$2,200",4.3,"5,386 Reviews",https://www.flipkart.com//ifb-6-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itm40f8c4b1bfa31?pid=WMNEWFS4SHWDPGEA&lid=LSTWMNEWFS4SHWDPGEAYP2ITX&marketplace=FLIPKART&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNEWFS4SHWDPGEA.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
IFB 8 kg 5 Star Fully Automatic Front Load with In-built Heater Silver,"$34,490","$40,490","$4,200",4.3,935 Reviews,https://www.flipkart.com//ifb-8-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itmeeedb86db8af4?pid=WMNFTQHGHANFRZCM&lid=LSTWMNFTQHGHANFRZCMNP1HDH&marketplace=FLIPKART&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=752013fe-85fb-4f80-a422-5441b52c827c.WMNFTQHGHANFRZCM.SEARCH&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
Samsung AirDresser with JetSteam | Sanitize and refresh clothes | Crystal Mirror Black,"$1,10,000","$1,27,000", , , ,https://www.flipkart.com//samsung-airdresser-jetsteam-sanitize-refresh-clothes-crystal-mirror-black/p/itm42b08cb93f3c2?pid=WMNFY8TGHPZQKG9Q&lid=LSTWMNFY8TGHPZQKG9QOEMR3D&marketplace=FLIPKART&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=en_ZEzH1CEUJyqzFS468ZVhUzdLeicnQccAHidYU7Fj4tg%2Fl%2FXI5pJ4H1jdSEMmjWCmA%2FNQAFUNOFWEGKMnZGu8yQ%3D%3D&ssid=vchdaxxqc00000001610689306228&qH=b3522a5e7056c9c0
